emperor_label	wikidata_uri	consulate	number	title_is_uncertain	not_before	not_after	time_span_end	date_is_uncertain	comment	godot_uri	part_of_consulate		
Gallienus	https://www.wikidata.org/wiki/Q104475	cos. design.	7		0265-12		0266	TRUE		https://godot.date/id/MB6CxeYfrFf6TqR6HSxakG			
Gallienus	https://www.wikidata.org/wiki/Q104475	cos.	7		0266		0268-09			https://godot.date/id/u9gPuYDGxC7wnSxpZaqsB5	https://godot.date/id/h3jhVipqTGMwtrJP3x9EA		
Claudius II Gothicus	https://www.wikidata.org/wiki/Q46762	cos.	1		0269		0270-09			https://godot.date/id/uJ8UZqJXEQ9xSgEk7BFSpG	https://godot.date/id/TFtgbFfwCFBpQN5DJBCPB8		
Aurelian	https://www.wikidata.org/wiki/Q46780	cos.	1		0271		0274			https://godot.date/id/pUezTmAc5D28ErTkSMtM9H	https://godot.date/id/VzrfFH3f5DTyC4Gvg6Nuq7		
Aurelian	https://www.wikidata.org/wiki/Q46780	cos.	2		0274		0275			https://godot.date/id/sSnBzceiTPAfQMRi3VimCK	https://godot.date/id/usgoDqcopf7wdYGGtNnvRH		
Aurelian	https://www.wikidata.org/wiki/Q46780	cos.	3		0275		0275-10			https://godot.date/id/DZv5GZ9Yq45E4yRxzqWt24	https://godot.date/id/itGhdFP9mpCvZZZMvktKhh		
Tacitus	https://www.wikidata.org/wiki/Q177988	cos.	1				0276	TRUE		https://godot.date/id/zVKRPTcpNSvZvuAJLskCG6			
Tacitus	https://www.wikidata.org/wiki/Q177988	cos.	2		0276		0276			https://godot.date/id/hJa5hNvKx6esH8MMibyC5B	https://godot.date/id/DToaULvdLGWUEuAo6MvVaC		
Probus	https://www.wikidata.org/wiki/Q187068	cos.	1		0277		0278			https://godot.date/id/qC2wMgFpjzE7MjLNa6Yr4E	https://godot.date/id/oR2joPkbQBWZx4YJvydTma		
Probus	https://www.wikidata.org/wiki/Q187068	cos.	2		0278		0279			https://godot.date/id/iaXsoa87o5DELzGsEG3LuS	https://godot.date/id/cmWsi9Srg5L5aA8vVudLPW		
Probus	https://www.wikidata.org/wiki/Q187068	cos.	3		0279		0281			https://godot.date/id/LjM6a5e9qVri9uAw4ot3M5	https://godot.date/id/FqP893JdWAwqgsDG6ZktNU		
Probus	https://www.wikidata.org/wiki/Q187068	cos.	4		0281		0282			https://godot.date/id/PzCpwLxeyPurvo9Gadh9Ci	https://godot.date/id/Th3H7BQoK6S6bPmqcJMTZY		
Probus	https://www.wikidata.org/wiki/Q187068	cos.	5		0282		0282			https://godot.date/id/QkkcxNwBGEsHPAcbsCCHAk	https://godot.date/id/UPagTAuWSyuWCqNruz8T3B		
Carus	https://www.wikidata.org/wiki/Q187004	cos. suff.	1		0282		0283	TRUE	282 AD or earlier	https://godot.date/id/3eGyWxx5i7RZCrWMaS4jrC			
Carus	https://www.wikidata.org/wiki/Q187004	cos.	2		0283		0283-08			https://godot.date/id/4Ti5dfeTC6N8iq2bGwUKvN	https://godot.date/id/d5tjCxcWgxL6MMRSQ8qPzY		
Carinus	https://www.wikidata.org/wiki/Q190097	cos.	1		0283		0284			https://godot.date/id/WkLbbcjguWQwqLAxSvM4xc	https://godot.date/id/d5tjCxcWgxL6MMRSQ8qPzY		
Carinus	https://www.wikidata.org/wiki/Q190097	cos.	2		0284		0285			https://godot.date/id/zgvVonnrcRvqpRtYjqxqNE	https://godot.date/id/bLyu4943rRx8pMzbSAqmtP		
Carinus	https://www.wikidata.org/wiki/Q190097	cos.	3		0285		0285-09			https://godot.date/id/DanePbDch2LuKjyEZ5p2Sa	https://godot.date/id/UQbULpdyUqdjzxsp4UdTe8		
Numerianus	https://www.wikidata.org/wiki/Q46821	cos.	1		0284		0284-11			https://godot.date/id/BHMkGvRToNmuRzwYN3qxxF	https://godot.date/id/bLyu4943rRx8pMzbSAqmtP		
Diocletian	https://www.wikidata.org/wiki/Q43107	cos. suff.	1		0284		0285-07			https://godot.date/id/Sm3wMCKRwqGGDnzkq45kQ4	https://godot.date/id/djhNnzR9VrC9EUnJXwGhn8		
Diocletian	https://www.wikidata.org/wiki/Q43107	cos.	2		0285-07		0287			https://godot.date/id/FgfRsazQQWk6aANWizYXjn	https://godot.date/id/kmRrFy5igN7an4CRBrEhbf		
Diocletian	https://www.wikidata.org/wiki/Q43107	cos.	3		0287		0290			https://godot.date/id/GqH53qeqK74N2GHJV85xbf	https://godot.date/id/JG4wMn59g6fRfCyGYWHHWF		
Diocletian	https://www.wikidata.org/wiki/Q43107	cos.	4		0290		0293			https://godot.date/id/Bf5srtZo4cnSYj4uhinYDk	https://godot.date/id/bC6C6U2aBAwiLxmrPftoch		
Diocletian	https://www.wikidata.org/wiki/Q43107	cos.	5		0293		0296			https://godot.date/id/iUfYaCtiYhedRuJtkpvJce	https://godot.date/id/SWrHhKjwbbPBPB3RocXzBT		
Diocletian	https://www.wikidata.org/wiki/Q43107	cos.	6		0296		0299			https://godot.date/id/kjGq9pMp8bDytfaDWM4UjV	https://godot.date/id/krECjj5Zug5DU6X64oP55		
Diocletian	https://www.wikidata.org/wiki/Q43107	cos.	7		0299		0303			https://godot.date/id/AKcMBdYVCaAAcnrTaGuc6B	https://godot.date/id/3aFU57VJCiEDBTpVtxqQEF		
Diocletian	https://www.wikidata.org/wiki/Q43107	cos.	8		0303		0304			https://godot.date/id/k4zWHnsUKoEAdndLfPBKNb	https://godot.date/id/XcLAcsrZvuT8WMzTLeWD8o		
Diocletian	https://www.wikidata.org/wiki/Q43107	cos.	9		0304		0308			https://godot.date/id/uvLLNK2JdBZvUhvKjNYhBC	https://godot.date/id/7N6DuwZZ4HnZDK929g9PUh		
Diocletian	https://www.wikidata.org/wiki/Q43107	cos.	10		0308		0305-05-01			https://godot.date/id/cNr6tvap3pLPmfki3ba9XM	https://godot.date/id/AhJMoPK6By4DHnm5xk39Zf		
Maximian	https://www.wikidata.org/wiki/Q46768	cos.	1		0287		0288			https://godot.date/id/YC6WKeGNjWPvasrqAHXjSN	https://godot.date/id/JG4wMn59g6fRfCyGYWHHWF		
Maximian	https://www.wikidata.org/wiki/Q46768	cos.	2		0288		0290			https://godot.date/id/QRyrpXvPzTW84i2a4xStSU	https://godot.date/id/8tiS3w6mMdo9nN3LUVMf3Z		
Maximian	https://www.wikidata.org/wiki/Q46768	cos.	3		0290		0293			https://godot.date/id/xrEUQByJaKwvUFZk4HhSqV	https://godot.date/id/bC6C6U2aBAwiLxmrPftoch		
Maximian	https://www.wikidata.org/wiki/Q46768	cos.	4		0293		0297			https://godot.date/id/hGdBEFdyjX82NfNEUdvDAC	https://godot.date/id/SWrHhKjwbbPBPB3RocXzBT		
Maximian	https://www.wikidata.org/wiki/Q46768	cos.	5		0297		0299			https://godot.date/id/J6PWwhzFmxYRGZnM5iq48a	https://godot.date/id/HwqUQwtGXS8ReNhsorTgpn		
Maximian	https://www.wikidata.org/wiki/Q46768	cos.	6		0299		0303			https://godot.date/id/cKDb4gwxGnPqxsmiydRY7G	https://godot.date/id/3aFU57VJCiEDBTpVtxqQEF		
Maximian	https://www.wikidata.org/wiki/Q46768	cos.	7		0303		0304			https://godot.date/id/QgtBpe6DspLD7E5Sjd7jUK	https://godot.date/id/XcLAcsrZvuT8WMzTLeWD8o		
Maximian	https://www.wikidata.org/wiki/Q46768	cos.	8		0304		0307			https://godot.date/id/BFxq2xQ86Rrgqdht7zD3qS	https://godot.date/id/7N6DuwZZ4HnZDK929g9PUh		
Maximian	https://www.wikidata.org/wiki/Q46768	cos.	9		0307		0310-07		starting summer 207 AD	https://godot.date/id/tp4fZ3HiGfeTcrYFfxVwcB	https://godot.date/id/3jDkwkyqSy9cVPrZCwFSJK		
Constantius I	https://www.wikidata.org/wiki/Q131195	cos.	1		0294		0296			https://godot.date/id/5WmzuQg3skWQyWyW4Zt9vG	https://godot.date/id/McuvVgBBxANSeDcK3K7WAf		
Constantius I	https://www.wikidata.org/wiki/Q131195	cos.	2		0296		0300			https://godot.date/id/gYNTkKidfffnohsBdhMTRn	https://godot.date/id/krECjj5Zug5DU6X64oP55		
Constantius I	https://www.wikidata.org/wiki/Q131195	cos.	3		0300		0302			https://godot.date/id/Mf2prAkZ6TAHmf66CE9yjW	https://godot.date/id/N4V7mSmpdYFcy2AeZutdj3		
Constantius I	https://www.wikidata.org/wiki/Q131195	cos.	4		0302		0305			https://godot.date/id/Tq7aiPpa5FRu47bv9YdufY	https://godot.date/id/hgjKbmgFhjosYWidLVsNn4		
Constantius I	https://www.wikidata.org/wiki/Q131195	cos.	5		0305		0306			https://godot.date/id/xrddCR9GgGLjR2gjdyKDca	https://godot.date/id/cfnAbbk9mJueD4hevrgvxJ		
Constantius I	https://www.wikidata.org/wiki/Q131195	cos.	6		0306		0306-07-25			https://godot.date/id/vmhVEoby97gEzccJzVcYYP	https://godot.date/id/tQCMtSXMBDVwWyem5i8oma		
Galerius	https://www.wikidata.org/wiki/Q172168	cos.	1		0294		0297			https://godot.date/id/GqMtTiBYXHZz8KGWv9ZVYh	https://godot.date/id/McuvVgBBxANSeDcK3K7WAf		
Galerius	https://www.wikidata.org/wiki/Q172168	cos.	2		0297		0300			https://godot.date/id/33aU2k7efmtR7bt5Kp47UD	https://godot.date/id/HwqUQwtGXS8ReNhsorTgpn		
Galerius	https://www.wikidata.org/wiki/Q172168	cos.	3		0300		0302			https://godot.date/id/UcXSDbBXdao5dg5qArQsEW	https://godot.date/id/N4V7mSmpdYFcy2AeZutdj3		
Galerius	https://www.wikidata.org/wiki/Q172168	cos.	4		0302		0305			https://godot.date/id/arqAaNdDratLEjpnX9v2RQ	https://godot.date/id/hgjKbmgFhjosYWidLVsNn4		
Galerius	https://www.wikidata.org/wiki/Q172168	cos.	5		0305		0306			https://godot.date/id/ykao7ZedvuLDVZghJPNyUb	https://godot.date/id/cfnAbbk9mJueD4hevrgvxJ		
Galerius	https://www.wikidata.org/wiki/Q172168	cos.	6		0306		0308			https://godot.date/id/4QXB3pa8wCHp6t6MofHTMe	https://godot.date/id/tQCMtSXMBDVwWyem5i8oma		
Galerius	https://www.wikidata.org/wiki/Q172168	cos.	7		0308		0311			https://godot.date/id/nMLzbk68GSfeWfuXuxLUmi	https://godot.date/id/AhJMoPK6By4DHnm5xk39Zf		
Galerius	https://www.wikidata.org/wiki/Q172168	cos.	8		0311		0311-05			https://godot.date/id/Dp78twBNVF6WrkoPa8hd53	https://godot.date/id/2bfYfJSjGbTtrXfNnLQjFL		
Maximinus Daia	https://www.wikidata.org/wiki/Q189095	cos.	1		0307		0311			https://godot.date/id/Muc4yaPPW3gtpjquM9yTjk	https://godot.date/id/6cs8w6G39KRg2RuQ9pSGN6 ; https://godot.date/id/5ppNvERxijcdK8tYT9NkeB		
Maximinus Daia	https://www.wikidata.org/wiki/Q189095	cos.	2		0311		0313			https://godot.date/id/BCFjCBLBT7cwfTvkDPGZZm	https://godot.date/id/2bfYfJSjGbTtrXfNnLQjFL		
Maximinus Daia	https://www.wikidata.org/wiki/Q189095	cos.	3		0313		0313			https://godot.date/id/iCuDAtQUWNjU9aGd8mi5BH	https://godot.date/id/VmSY4EdShid33sTJQyTmi4		
Maxentius	https://www.wikidata.org/wiki/Q182070	cos. suff.	1		0308-04-20		0309			https://godot.date/id/7moh5XZQr5MCrA4CNdTDZ6	https://godot.date/id/PTvc8HLumNX67N6bms37iK		
Maxentius	https://www.wikidata.org/wiki/Q182070	cos.	2		0309		0310			https://godot.date/id/n3VZysCr2EE42WHfPvat6d	https://godot.date/id/DPSitAk4EYi2NhpmDTdzXT		
Maxentius	https://www.wikidata.org/wiki/Q182070	cos.	3		0310		0312			https://godot.date/id/3KZStwjqAQadnmu3AvYYbc	https://godot.date/id/CouZHmvLUuzCS2cx9fRDbD		
Maxentius	https://www.wikidata.org/wiki/Q182070	cos.	4		0312		0312-10-28			https://godot.date/id/sbfk5N4NHihP8KnsoMqj4C	https://godot.date/id/rsKzCGp4WxvBigEt6jXzAG		
Licinius	https://www.wikidata.org/wiki/Q184549	cos. design.	1		0308-11-11		0309			https://godot.date/id/4ST5xP7LUE6544umtput8X			
Licinius	https://www.wikidata.org/wiki/Q184549	cos.	1		0309		0312			https://godot.date/id/vPzHg9u2itNnY4ssjDKGyX	https://godot.date/id/jjsHCYDgFRAAGEnh2oBxSN		
Licinius	https://www.wikidata.org/wiki/Q184549	cos.	2		0312		0313			https://godot.date/id/kCUUn9uJbYMo6ncqUcFB4D	https://godot.date/id/odbgKmPAC8bLH8Q4sR2dpM		
Licinius	https://www.wikidata.org/wiki/Q184549	cos.	3		0313		0315			https://godot.date/id/EGhqaf27YSxhKGZpwWLwp9	https://godot.date/id/mMd9Uq3E2kiaBctpNZERkF		
Licinius	https://www.wikidata.org/wiki/Q184549	cos.	4		0315		0318			https://godot.date/id/u8xgHDRgpwaN2GESuP4FbZ	https://godot.date/id/2nKXiqJpmB65aWSmHWaVnV		
Licinius	https://www.wikidata.org/wiki/Q184549	cos.	5		0318		0321			https://godot.date/id/3B7mvcNURSzJGEa3qSQphb	https://godot.date/id/GCx54huN77zZ5PDHvuMjzM		
Licinius	https://www.wikidata.org/wiki/Q184549	cos.	6		0321		0324-09-19		only in the East	https://godot.date/id/sqq9sdPmvuFdLeCbmDLRUF	https://godot.date/id/YU2LB6GyiQiXtgs5jAxqiU		
Constantin I	https://www.wikidata.org/wiki/Q8413	cos.	1		0307		0312			https://godot.date/id/KiCSMLEa4Hep4UxjxJjF6Z	https://godot.date/id/3jDkwkyqSy9cVPrZCwFSJK		
Constantin I	https://www.wikidata.org/wiki/Q8413	cos.	2		0312		0313			https://godot.date/id/dGfJZjMj89eEZiS6sFyY46	https://godot.date/id/odbgKmPAC8bLH8Q4sR2dpM		
Constantin I	https://www.wikidata.org/wiki/Q8413	cos.	3		0313		0315			https://godot.date/id/bhjefAWDoAiWYrLJtEGJkn	https://godot.date/id/mMd9Uq3E2kiaBctpNZERkF		
Constantin I	https://www.wikidata.org/wiki/Q8413	cos.	4		0315		0319			https://godot.date/id/J9ZUhJrbWs7PySjEfF44bA	https://godot.date/id/2nKXiqJpmB65aWSmHWaVnV		
Constantin I	https://www.wikidata.org/wiki/Q8413	cos.	5		0319		0320			https://godot.date/id/zYEzm9WG7avPZS3yRSqNDR	https://godot.date/id/a7Uo9wmAkTx3tTYWhNcZkE		
Constantin I	https://www.wikidata.org/wiki/Q8413	cos.	6		0320		0326			https://godot.date/id/R8d8avLxmmugQ6u9Lzv2DZ	https://godot.date/id/ykUYJPK84VALWFy73zh4SN		
Constantin I	https://www.wikidata.org/wiki/Q8413	cos.	7		0326		0329			https://godot.date/id/XqDKB7F69zFvrtwPKyWRdE	https://godot.date/id/43scZg7Wzmpb8C3iQwvxGE		
Constantin I	https://www.wikidata.org/wiki/Q8413	cos.	8		0329		0337-05-22			https://godot.date/id/Kw5F4cEhqUzS2zJLPuwhSK	https://godot.date/id/GN9RKSpwAbheuzWCejwnSi		
Constantin II	https://www.wikidata.org/wiki/Q46734	cos.	1		0320		0321			https://godot.date/id/vYDbYbVPszCQtB8ToYcW4g	https://godot.date/id/ykUYJPK84VALWFy73zh4SN		
Constantin II	https://www.wikidata.org/wiki/Q46734	cos.	2		0321		0324			https://godot.date/id/pDkJKVmenqLUFx7snaKJR5	https://godot.date/id/tgR8GL8XiUfR4dEpByx4bV		
Constantin II	https://www.wikidata.org/wiki/Q46734	cos.	3		0324		0329			https://godot.date/id/8uQHEcjc8mxQW2WGuWEXai	https://godot.date/id/xAocAK7wBaNzntm2TyNbJ7		
Constantin II	https://www.wikidata.org/wiki/Q46734	cos.	4		0329		0340-04			https://godot.date/id/WB4xdnKTjpKFR76yQ8VXuV	https://godot.date/id/GN9RKSpwAbheuzWCejwnSi		
Constans I	https://www.wikidata.org/wiki/Q185538	cos.	1		0339		0342			https://godot.date/id/BDscqW8xFWXEXo6Va9Aqvg	https://godot.date/id/HNbF3SgcWzr5GkWdi4fWPk		
Constans I	https://www.wikidata.org/wiki/Q185538	cos.	2		0342		0346			https://godot.date/id/paQqrqRFLRaF8kwh8xT9g5	https://godot.date/id/z7eZ6RyvRKATA8c4inL76D		
Constans I	https://www.wikidata.org/wiki/Q185538	cos.	3		0346		0350-01-18			https://godot.date/id/6ig5HHytXXeoWmhD5RBjDB	https://godot.date/id/Wx8Ze9nYGwKoBPgwSWp8xm		
Constantius II	https://www.wikidata.org/wiki/Q46418	cos.	1		0326		0339			https://godot.date/id/hedqkiXMUS8gGxr2RdQPV4	https://godot.date/id/43scZg7Wzmpb8C3iQwvxGE		
Constantius II	https://www.wikidata.org/wiki/Q46418	cos.	2		0339		0342			https://godot.date/id/MJvC74inSmfqBeMDt8DKjQ	https://godot.date/id/HNbF3SgcWzr5GkWdi4fWPk		
Constantius II	https://www.wikidata.org/wiki/Q46418	cos.	3		0342		0346			https://godot.date/id/tKYkU6mXPmceSXLJfXnE2Y	https://godot.date/id/z7eZ6RyvRKATA8c4inL76D		
Constantius II	https://www.wikidata.org/wiki/Q46418	cos.	4		0346		0352			https://godot.date/id/hqPytPTXTzNGmaHZMTj6s8	https://godot.date/id/Wx8Ze9nYGwKoBPgwSWp8xm		
Constantius II	https://www.wikidata.org/wiki/Q46418	cos.	5		0352		0353			https://godot.date/id/7rbSbketq2aCkqVKaypfTo	https://godot.date/id/pQZtNNdwUtHUCSKtahaEdb		
Constantius II	https://www.wikidata.org/wiki/Q46418	cos.	6		0353		0354			https://godot.date/id/csyV4xhRbXsZh4topUp2iK	https://godot.date/id/2yqDbTprG7voHFaT3tXaQc		
Constantius II	https://www.wikidata.org/wiki/Q46418	cos.	7		0354		0356			https://godot.date/id/9wg48pKYVyniTGimHyVyj6	https://godot.date/id/SVF3GQpc5FrobhAGHJodyW		
Constantius II	https://www.wikidata.org/wiki/Q46418	cos.	8		0356		0357			https://godot.date/id/WBKo2gfFphNzDLrwbrKwgg	https://godot.date/id/eRjur6DXtPsTU3Uanwz9ue		
Constantius II	https://www.wikidata.org/wiki/Q46418	cos.	9		0357		0360			https://godot.date/id/yigsN2PPZyx8VriCNXs5tZ	https://godot.date/id/rsEj9JKnQ4PJPYBUcSaWWa		
Constantius II	https://www.wikidata.org/wiki/Q46418	cos.	10		0360		0361-11-03			https://godot.date/id/KNHHPx6QXP26nxmJCKgbAn	https://godot.date/id/FpGxxrX33sB2LZvfXFZ6rY		
Julian	https://www.wikidata.org/wiki/Q33941	cos.	1		0356		0357			https://godot.date/id/snz6PD82mGQThqPksxuHfd	https://godot.date/id/eRjur6DXtPsTU3Uanwz9ue		
Julian	https://www.wikidata.org/wiki/Q33941	cos.	2		0357		0360			https://godot.date/id/oCdYkjTGATc39qynMpUV8R	https://godot.date/id/rsEj9JKnQ4PJPYBUcSaWWa		
Julian	https://www.wikidata.org/wiki/Q33941	cos.	3		0360		0363			https://godot.date/id/FUtH9vqmsKZxCC69XaZbRQ	https://godot.date/id/FpGxxrX33sB2LZvfXFZ6rY		
Julian	https://www.wikidata.org/wiki/Q33941	cos.	4		0363		0363-06-27			https://godot.date/id/YBpS2ad7BDwQxnjUBjKG44	https://godot.date/id/qV6mAcEfkuCu8CGGTCwvS6		
Jovian	https://www.wikidata.org/wiki/Q34074	cos.	1		0364-01-01	0364-02-17	0364-02-17			https://godot.date/id/9yLZDJ9vqjv7rFN6wnAUGj	https://godot.date/id/DbnaLCjmtAjf62pBwEgc8P		
Valentinian I	https://www.wikidata.org/wiki/Q46720	cos.	1		0365		0368			https://godot.date/id/GKLQEy5bGMSuXmrhCzqpgQ	https://godot.date/id/aFJQMsPNCFpe8b2qmcYGmh		
Valentinian I	https://www.wikidata.org/wiki/Q46720	cos.	2		0368		0370			https://godot.date/id/B2PfuMRQCF47r66GECT39a	https://godot.date/id/yK4NyGvFz8aVgYM3FnqXNb		
Valentinian I	https://www.wikidata.org/wiki/Q46720	cos.	3		0370		0373			https://godot.date/id/tzj9UtJ2Wxzk3bAbUQcbCZ	https://godot.date/id/HvZFZb8aH67pdegFxgHkxM		
Valentinian I	https://www.wikidata.org/wiki/Q46720	cos.	4		0373		0375-11-17			https://godot.date/id/Txmjqkc2quY5guuVjfp4rg	https://godot.date/id/iLzAkhvaAQUBCTcCQDWQV6		
Valens	https://www.wikidata.org/wiki/Q172471	cos.	1		0365		0368			https://godot.date/id/ddRoVDrXWHh4K5Vir6eMS9	https://godot.date/id/aFJQMsPNCFpe8b2qmcYGmh		
Valens	https://www.wikidata.org/wiki/Q172471	cos.	2		0368		0370			https://godot.date/id/sVYo3Bv6XCmDh7yURjnqAd	https://godot.date/id/yK4NyGvFz8aVgYM3FnqXNb		
Valens	https://www.wikidata.org/wiki/Q172471	cos.	3		0370		0373			https://godot.date/id/C3sbxX8jjCRrthm6aHHdu2	https://godot.date/id/HvZFZb8aH67pdegFxgHkxM		
Valens	https://www.wikidata.org/wiki/Q172471	cos.	4		0373		0376			https://godot.date/id/2E7xVjGd9pYTmJucraDTDc	https://godot.date/id/iLzAkhvaAQUBCTcCQDWQV6		
Valens	https://www.wikidata.org/wiki/Q172471	cos.	5		0376		0378			https://godot.date/id/kKma9Diin5kqihZoZYeQNB	https://godot.date/id/GhxwBqiCkZF7LeZVB9aupN		
Valens	https://www.wikidata.org/wiki/Q172471	cos.	6		0378		0378-08-09			https://godot.date/id/hgHNErFM9k6H8eKZFT742Y	https://godot.date/id/hkiHnTsykSB8RoHVWtLdRX		
Gratian	https://www.wikidata.org/wiki/Q189108	cos.	1		0366		0371			https://godot.date/id/m4H7GeKaTtZoSxtuLFFxKT	https://godot.date/id/ANTmCBJGMEYwFPrJi5aagn		
Gratian	https://www.wikidata.org/wiki/Q189108	cos.	2		0371		0374			https://godot.date/id/bpHVy5d8xsq6BtahsRo8vH	https://godot.date/id/kwYACq7T6rhChefJgFYi53		
Gratian	https://www.wikidata.org/wiki/Q189108	cos.	3		0374		0377			https://godot.date/id/yirDojGAwcR9avwL73JpMA	https://godot.date/id/T97xgn7w8wBghg75oaFn2B		
Gratian	https://www.wikidata.org/wiki/Q189108	cos.	4		0377		0380			https://godot.date/id/W3wY74yvSHZPtobpypqhLP	https://godot.date/id/XGnsU2t9ytjGxiqzeGmskF		
Gratian	https://www.wikidata.org/wiki/Q189108	cos.	5		0380		0383-08-25			https://godot.date/id/fhx33rWZLtCY4nEgPwBYH3	https://godot.date/id/WyxhseyTgcbQxhj2F3wtC3		
Valentinian II	https://www.wikidata.org/wiki/Q46846	cos.	1		0376		0378			https://godot.date/id/kQZiNyCoAzPigHjeJbXrxb	https://godot.date/id/GhxwBqiCkZF7LeZVB9aupN		
Valentinian II	https://www.wikidata.org/wiki/Q46846	cos.	2		0378		0387			https://godot.date/id/jAtruZbJW6f7UtJKwBHc7i	https://godot.date/id/hkiHnTsykSB8RoHVWtLdRX		
Valentinian II	https://www.wikidata.org/wiki/Q46846	cos.	3		0387		0390			https://godot.date/id/AVks9HDX7S3iBFxphQMiCP	https://godot.date/id/H6Xc8swF4x76L5mkiNRTRU		
Valentinian II	https://www.wikidata.org/wiki/Q46846	cos.	4		0390		0392-05-15			https://godot.date/id/kEnKQJ4uGUwAwTHHDXUpeT	https://godot.date/id/UZPVzPu2yns3iVg4bLSscW		
Theodosius I	https://www.wikidata.org/wiki/Q46696	cos.	1		0380		0388			https://godot.date/id/swxVjxxyPyGvcd2N6K6ZdE	https://godot.date/id/WyxhseyTgcbQxhj2F3wtC3		
Theodosius I	https://www.wikidata.org/wiki/Q46696	cos.	2		0388		0393			https://godot.date/id/hWQiYvZdizjzbHrR8kpfvn	https://godot.date/id/XJXcER6nSSUKatnnDbJkaj		
Theodosius I	https://www.wikidata.org/wiki/Q46696	cos.	3		0393		0395-01-17			https://godot.date/id/7YTcnAYX8KTHzjXf5CJeXi	https://godot.date/id/VJECDXsWqsM8bMnnBtHvsD ; https://godot.date/id/kg334YvHbDKHH4eGKBM3KP		